"Timestamp","Q.1.Institution","Q.2.Role","Q.3.Discipline","Q.4.Fund","Q.5.Seniority","Q.6.Use.Software","Q.7.Importance.Software","Q.8.Developing.Software","Q.9.Training.Software","Q.10.Cost.Software","Q.11.Main.Software","E.1.Job.Title","E.2.Gender","E.3.Contract","E.4.OS","dataOrigin","Question.1..In.which.country.do.you.live.","X","X.1","Q.2.I conduct research","Q.2.I develop software for researchers","Q.2.I manage researchers or research projects","Q.2.I support researchers","Q.4.Fund.clean","Q.9.Training.Software.clean","Q.9.Training.Software.YN","E.1.Job.Title.clean","E.2.Gender.clean","E.4.OS.clean"
"8/22/2014 15:41:40","University of Edinburgh","I conduct research, I support researchers, I manage researchers or research projects","Biological, mathematical & physical sciences","Wellcome Trust","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No","Image Pro Plus, Lasergene, Gentle, Image J, R, Bioconductor, SeqMonk, IGV genome browser, galaxy, OMERO, perl express, tinnR,
cygwin, cytoscape, knime, photoshop, illustrator, MS office, open office","Reader","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,1,1,"Wellcome Trust","Taught","Yes","Reader","Male","Mac OS X"
"8/22/2014 15:59:11","University of Edinburgh","I manage researchers or research projects","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","ImageJ, Metamorph, Matlab, COPASI, SBSI, BioDare, MapQTL, 

Online data and analysis sources: WoK, PubMed, TAIR, AraMine, DIURNAL, Biomodels, JWS Online, ","Chair of Systems Biology","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,0,0,1,0,"BBSRC - Biotechnology and Biological Sciences Research Council","Self-Taught","No",NA,"Male","Microsoft Windows"
"8/22/2014 15:59:31","UCL","I conduct research","Architecture & planning","Don't know","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","R, Matlab, QGIS, Processing, Java, javascript, HTML, CSS","PhD student / Research Assistant","Male","Fixed term","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Don't know","Self-taugh+Taught","Yes","Postgraduate student","Male","Mac OS X"
"8/22/2014 16:13:13","UCL","I conduct research, I support researchers","Architecture & planning","EPSRC - Engineering and Physical Sciences Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","No","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Microsoft Excel
SketchUp
","Emeritus Professor","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,1,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Professor","Male","Microsoft Windows"
"8/22/2014 17:30:56","University of Cambridge","I conduct research","Architecture & planning","Schlumberger Foundation Faculty for the Future Award","1-5 years","Yes","It would not be practical to conduct my work without software","No","Yes - self taught using online resources or books","No","ENVI-met, IES-VE, Statistical Package:R","PhD Candidate","Female","","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Other charity or fundation","Self-Taught","No","Postgraduate student","Female","Microsoft Windows"
"8/22/2014 18:34:07","Newcastle University","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","Wellcome Trust","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","R, PLINK, FaST-LMM, Merlin, Stata, EMIM, PREMIM, IMPUTE, SNPTEST, SHAPEIT, HaploView, Mendel, Unphased, FBAT","Professor of Statistical Genetics","Female","Permanent","Linux","survey",NA,NA,NA,1,1,1,0,"Wellcome Trust","Self-taugh+Taught","Yes","Professor","Female","Linux"
"8/22/2014 18:51:39","University of Cambridge","I conduct research","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","I'm not involved in bid writing","Chemdraw ultra
mestrenova
Olex2
Knowitall
Mercury
Crystals
AgilentChem station
Topas
Gudrun
endnote
mendley","PDRA","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No",NA,"Male","Microsoft Windows"
"8/22/2014 19:30:39","UCL","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","SAS, STATA, SPSS, R, MapInfo, ArcGIS, Python","Lecturer","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Lecturer","Male","Mac OS X"
"8/22/2014 19:45:32","UCL","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","11-15 years","Yes","My work would require more effort, but it would still be possible","No","No","No","matlab, octave, gnumeric sometimes, 
I am not including any electronics design software, programming,... I have maybe interpreted too tightly your definition, in as much as all the microcontroller we use, or labview, or other software which may control a data acquisition card, are used to generate data.  So I limited myself to analysing and generating the ""publication"" data.","Lecturer / Engineer","Female","Permanent","Linux","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No","Lecturer","Female","Linux"
"8/22/2014 22:16:43","University of Edinburgh","I conduct research","Humanities & language based studies & archaeology","University central funds","6-10 years","Yes","My work would require more effort, but it would still be possible","No","No","Yes","Evernote, Feedly","Lecturer","Male","Permanent","Mac OS X","survey",NA,NA,NA,1,0,0,0,"University central funds","No","No","Lecturer","Male","Mac OS X"
"8/22/2014 22:55:18","University of Cambridge","I conduct research","Administrative & business studies","ESRC - Economic and Social Research Council","Less than a year","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Stata, Matlab","University Lecturer","Female","Permanent","Mac OS X","survey",NA,NA,NA,1,0,0,0,"ESRC - Economic and Social Research Council","Self-taugh+Taught","Yes","Lecturer","Female","Mac OS X"
"8/23/2014 10:37:24","Newcastle University","I conduct research, I support researchers, I manage researchers or research projects","Medicine, dentistry & health","EU FP 7","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","Visual Basic, R","Lecturer","Male","Permanent","Don't have a preference","survey",NA,NA,NA,1,0,1,1,"Europe","Self-Taught","No","Lecturer","Male",NA
"8/23/2014 13:09:51","Cardiff University","I conduct research, I manage researchers or research projects","Medicine, dentistry & health","MRC - Medical Research Council","11-15 years","Yes","It would not be practical to conduct my work without software","No","No","No","CLC Main
Flowjo
ImageJ
","Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,0,"MRC - Medical Research Council","No","No","Lecturer","Male","Microsoft Windows"
"8/23/2014 14:27:56","UCL","I conduct research","Social studies","Mellon Foundation","1-5 years","Yes","My work would require more effort, but it would still be possible","No","No","No","Atlas.ti; Stata","Post-doctoral fellow","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"Other charity or fundation","No","No",NA,"Female","Microsoft Windows"
"8/23/2014 20:09:09","Cardiff University","I conduct research, I support researchers, I manage researchers or research projects","Biological, mathematical & physical sciences","NERC - Natural Environment Research Council","More than 20 years","Yes","My work would require more effort, but it would still be possible","No","Yes - self taught using online resources or books","Yes","Excel, R, Access","Senior Lecturer","Male","Permanent","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"NERC - Natural Environment Research Council","Self-Taught","No","Lecturer","Male","Microsoft Windows"
"8/24/2014 11:06:48","University of Cambridge","I conduct research, I manage researchers or research projects","Medicine, dentistry & health","Wellcome Trust","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Multiple self-written scripts in R and Perl,
RNASeq software (TopHat CuffLinks DESeq EdgeR etc.),
MutSig,
Jalview,
Various BLAST flavours,
DNA and protein aligners (e.g. from EMBOSS suite),
Various programs from GenePattern suite,
GSEA and MutSig,
Connectivity Map,
DALI,
Phyre,
Rosetta,
Multiple others","principal investigator and honorary consultant haematologist","Male","Fixed term","Don't have a preference","survey",NA,NA,NA,1,0,1,0,"Wellcome Trust","Self-Taught","No","Principal Investigator","Male",NA
"8/24/2014 11:58:20","University of Cambridge","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","No","No","I'm not involved in bid writing","Microsoft Excel,
OriginLab,
Spectrum,
Bluehill","PhD student","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No","Postgraduate student","Female","Microsoft Windows"
"8/25/2014 8:46:58","Cardiff University","I conduct research","Social studies","ESRC - Economic and Social Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","No","Yes - a taught course","No","Spss","Lecturer","","","","survey",NA,NA,NA,1,0,0,0,"ESRC - Economic and Social Research Council","Taught","Yes","Lecturer","",""
"8/25/2014 8:47:23","Cardiff University","I conduct research","Social studies","ESRC - Economic and Social Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","No","Yes - a taught course","No","Spss","Lecturer","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,0,0,"ESRC - Economic and Social Research Council","Taught","Yes","Lecturer","Female","Microsoft Windows"
"8/25/2014 9:27:11","University of Edinburgh","I manage researchers or research projects","Medicine, dentistry & health","CSO Chief Scientist Office Scotland","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","Microsoft Excel, Access,
SQL,
ODBC database","Trial manager","Female","Fixed term","Microsoft Windows","survey",NA,NA,NA,0,0,1,0,"Other UK Gov","Taught","Yes",NA,"Female","Microsoft Windows"
"8/25/2014 9:58:56","University of Cambridge","I conduct research","Biological, mathematical & physical sciences","private trust fund","More than 20 years","No","It would make no significant difference to my work","No","No","No","","Senior Research Associate","Male","","Mac OS X","survey",NA,NA,NA,1,0,0,0,"Insufficient information","No","No",NA,"Male","Mac OS X"
"8/25/2014 11:12:45","University of Cambridge","I conduct research, I support researchers, I manage researchers or research projects","Engineering & technology","NIHR","15-20 years","No","It would make no significant difference to my work","No","No","No","","Senior Research Associate","Male","Fixed term","Microsoft Windows","survey",NA,NA,NA,1,0,1,1,"National Institute for Health Research","No","No",NA,"Male","Microsoft Windows"
